Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000235445	XXbac-B476C20.14	22	-	17983205	17983619	0.277008	9.037688	12.258034
ENSG00000234913	XXbac-B476C20.13	22	-	18004270	18007308	0.136783	4.462695	6.052860
ENSG00000237446	RHEBP3	22	+	18019214	18020200	0.000000	0.000000	0.000000
ENSG00000235295	FLJ41941	22	+	18029385	18037968	0.000000	0.000000	0.000000
ENSG00000225335	XXbac-B476C20.9	22	-	18076527	18078884	0.234927	10.082833	13.675588
ENSG00000215193	PEX26	22	+	18077920	18131138	1.475453	91.267357	123.788094
ENSG00000236890	XXbac-B476C20.11	22	-	18081466	18081675	0.000000	0.000000	0.000000
ENSG00000235617	XXbac-B476C20.10	22	+	18101612	18101888	0.000190	0.006199	0.008408
ENSG00000225225	ARL2BPP10	22	-	18102457	18103649	0.000000	0.000000	0.000000
ENSG00000183785	TUBA8	22	+	18110331	18146554	0.000000	0.000000	0.000000
ENSG00000280007	AC008079.10	22	-	18110759	18131154	0.017892	0.583746	0.791749
ENSG00000070413	DGCR2	22	-	19036282	19122454	5.135314	325.524078	441.516113
ENSG00000206739	Y_RNA	22	+	19045256	19045367	0.000000	0.000000	0.000000
ENSG00000273311	DGCR11	22	-	19046162	19048375	1.060072	34.586002	46.909828
ENSG00000237347	AC004461.4	22	+	19055801	19056512	0.000000	0.000000	0.000000
ENSG00000281530	DGCR12	22	-	19061041	19061843	0.794521	25.922113	35.158787
ENSG00000223461	AC004471.9	22	+	19121529	19124503	0.000000	0.000000	0.000000
ENSG00000272682	AC004471.10	22	-	19124309	19128449	0.000000	0.000000	0.000000
ENSG00000231086	TSSK1A	22	+	19124879	19125646	0.204427	6.669654	9.046212
ENSG00000100056	DGCR14	22	-	19130279	19144684	1.814599	72.304047	98.067719
ENSG00000206203	TSSK2	22	+	19130808	19132623	0.010442	0.340682	0.462075
ENSG00000063515	GSC2	22	-	19148576	19150283	0.000000	0.000000	0.000000
ENSG00000260924	LINC01311	22	+	19171395	19172839	1.030450	33.619556	45.599010
ENSG00000100075	SLC25A1	22	-	19175575	19178830	16.125957	685.294189	929.480896
ENSG00000070371	CLTCL1	22	-	19179473	19291716	1.118984	84.926338	115.187630
ENSG00000230194	AC000081.2	22	-	19238443	19238739	0.000000	0.000000	0.000000
ENSG00000251940	SNORA15	22	+	19249873	19249966	0.000000	0.000000	0.000000
ENSG00000233471	KRT18P62	22	+	19257520	19258806	0.000000	0.000000	0.000000
ENSG00000161132	XXbac-B444P24.10	22	+	20299760	20313216	0.000000	0.000000	0.000000
ENSG00000040608	RTN4R	22	-	20241415	20283246	0.316376	26.621195	36.106964
ENSG00000221039	MIR1286	22	-	20249134	20249211	0.000000	0.000000	0.000000
ENSG00000273139	XXbac-B444P24.14	22	+	20320739	20321203	0.587097	19.154678	25.979952
ENSG00000128185	DGCR6L	22	-	20314276	20320080	12.424611	411.750366	558.466858
ENSG00000273343	XXbac-B444P24.13	22	-	20318119	20318749	0.795563	25.956112	35.204895
ENSG00000188280	AC007731.1	22	+	20338805	20354372	0.000000	0.000000	0.000000
ENSG00000235578	XXbac-B33L19.4	22	-	20343203	20344365	0.000000	0.000000	0.000000
ENSG00000161133	USP41	22	-	20350578	20390758	0.226131	9.886685	13.409548
ENSG00000185252	ZNF74	22	+	20394115	20408461	2.232443	131.230988	177.991745
ENSG00000244486	SCARF2	22	-	20424815	20437826	2.104829	81.270454	110.229065
ENSG00000277971	XXbac-B562F10.12	22	-	20429241	20446620	0.071505	2.332929	3.164207
ENSG00000099910	KLHL22	22	-	20441519	20495883	0.748667	193.673523	262.684052
ENSG00000215493	XXbac-B562F10.11	22	+	20450122	20451824	0.000000	0.000000	0.000000
ENSG00000255156	RNY1P9	22	-	20475203	20475311	0.000000	0.000000	0.000000
ENSG00000201916	Y_RNA	22	+	20481158	20481268	0.000000	0.000000	0.000000
ENSG00000242876	RN7SL812P	22	-	20481935	20482213	0.437276	14.266606	19.350142
ENSG00000236670	KRT18P5	22	-	20482815	20484105	1.538280	50.188065	68.071274
ENSG00000229107	ABHD17AP4	22	-	20667836	20670984	0.476348	15.541373	21.079138
ENSG00000223553	SMPD4P1	22	-	20602595	20656914	0.000000	0.000000	0.000000
ENSG00000276427	IGLL4P	22	+	20632619	20632751	0.000000	0.000000	0.000000
ENSG00000238125	SLC9A3P2	22	+	20652730	20654750	0.000000	0.000000	0.000000
ENSG00000226287	TMEM191A	22	+	20701114	20704606	0.365113	45.263546	61.392036
ENSG00000099917	MED15	22	+	20495913	20587632	0.846050	406.448883	551.276367
ENSG00000236003	AC007050.17	22	-	20522070	20523870	0.000000	0.000000	0.000000
ENSG00000250261	CCDC74BP1	22	-	20587496	20592218	0.000000	0.000000	0.000000
ENSG00000241973	PI4KA	22	-	20707691	20859417	3.718599	417.559479	566.345947
ENSG00000099937	SERPIND1	22	+	20773879	20787720	7.530748	269.343414	365.316925
ENSG00000099940	SNAP29	22	+	20858983	20891218	0.932072	139.450974	189.140686
ENSG00000272600	AC007308.7	22	-	20889206	20891214	0.000000	0.000000	0.000000
ENSG00000161180	CCDC116	22	+	21632716	21637327	0.098338	4.945920	6.708270
ENSG00000100084	HIRA	22	-	19330698	19447450	6.015178	229.379929	311.113495
ENSG00000242259	C22orf39	22	-	19351368	19448232	1.429085	252.985886	343.130829
ENSG00000244296	RN7SL168P	22	+	19365766	19366044	0.000000	0.000000	0.000000
ENSG00000185608	MRPL40	22	+	19431902	19436075	6.797455	344.418793	467.143494
ENSG00000185065	AC000068.5	22	+	19447893	19450105	0.163633	5.338706	7.241014
ENSG00000070010	UFD1L	22	-	19449910	19479215	3.188415	306.837524	416.171112
ENSG00000273300	AC000068.9	22	+	19454179	19454605	0.021249	0.693272	0.940301
ENSG00000273212	AC000068.10	22	+	19456503	19456962	0.543756	17.740635	24.062046
ENSG00000093009	CDC45	22	+	19479459	19520612	9.223645	466.296661	632.449341
ENSG00000184113	CLDN5	22	-	19523024	19527545	0.000000	0.000000	0.000000
ENSG00000281548	LINC00895	22	-	19565203	19566839	0.000000	0.000000	0.000000
ENSG00000230485	AC000077.2	22	-	19630750	19633574	0.000000	0.000000	0.000000
ENSG00000225007	AC000067.1	22	+	19667023	19667555	0.000000	0.000000	0.000000
ENSG00000184702	SEPT5	22	+	19714464	19724772	3.095534	411.852356	558.605225
ENSG00000203618	GP1BB	22	+	19722945	19724771	0.000000	0.000000	0.000000
ENSG00000184058	TBX1	22	+	19756703	19783593	0.241991	16.851084	22.855528
ENSG00000185838	GNB1L	22	-	19783224	19854939	0.729172	50.901566	69.039009
ENSG00000235776	AC000089.3	22	+	19792294	19793094	0.184769	6.028291	8.176314
ENSG00000215012	C22orf29	22	-	19846138	19854896	4.033595	135.166672	183.329788
ENSG00000184470	TXNRD2	22	-	19875517	19941992	0.699984	143.623825	194.800461
ENSG00000232926	AC000078.5	22	+	19887289	19887970	0.000000	0.000000	0.000000
ENSG00000093010	COMT	22	+	19941607	19969975	1.708407	521.217957	706.940430
ENSG00000099889	ARVCF	22	-	19969896	20016808	1.298526	102.723763	139.326721
ENSG00000183597	TANGO2	22	+	20017014	20065926	0.397553	159.579407	216.441376
ENSG00000208023	MIR185	22	+	20033139	20033220	0.000000	0.000000	0.000000
ENSG00000236540	AC006547.13	22	-	20058030	20070569	0.000000	0.000000	0.000000
ENSG00000268292	AC006547.15	22	-	20064552	20065705	0.098008	3.197618	4.337006
ENSG00000277950	Metazoa_SRP	22	+	20070716	20070965	0.000000	0.000000	0.000000
ENSG00000128191	DGCR8	22	+	20080232	20111877	2.898377	376.678711	510.898346
ENSG00000243762	AC006547.8	22	-	20110821	20111875	0.000000	0.000000	0.000000
ENSG00000099899	TRMT2A	22	-	20111866	20117392	5.522652	365.145142	495.255127
ENSG00000278278	MIR6816	22	-	20114686	20114751	0.000000	0.000000	0.000000
ENSG00000099901	RANBP1	22	+	20115938	20127357	13.973883	2587.867920	3509.987305
ENSG00000264346	SNORA77	22	+	20126402	20126526	0.048564	1.584453	2.149032
ENSG00000099904	ZDHHC8	22	+	20129456	20148007	0.955850	96.517921	130.909576
ENSG00000234409	CCDC188	22	-	20148427	20151065	0.149562	12.416609	16.840946
ENSG00000249923	XXbac-B444P24.8	22	-	20198729	20204918	0.000000	0.000000	0.000000
ENSG00000236499	LINC00896	22	+	20206397	20208524	0.305461	9.965999	13.517123
ENSG00000161179	YDJC	22	-	21628089	21630064	11.360890	483.202393	655.379028
ENSG00000128228	SDF2L1	22	+	21642261	21644298	5.931756	246.610367	334.483582
ENSG00000273342	KB-1440D3.14	22	+	21640844	21641284	0.446712	14.574467	19.767698
ENSG00000207751	MIR130B	22	+	21652270	21670237	1.081836	36.523182	49.537266
ENSG00000212102	MIR301B	22	+	21652981	21653058	0.000000	0.000000	0.000000
ENSG00000272954	KB-1440D3.13	22	+	21661934	21662363	0.281395	9.180819	12.452165
ENSG00000100023	PPIL2	22	+	21666009	21700015	4.129256	410.645996	556.969055
ENSG00000100027	YPEL1	22	-	21697544	21735834	0.557854	19.815065	26.875648
ENSG00000244671	RN7SL280P	22	-	21722895	21723182	0.000000	0.000000	0.000000
ENSG00000225544	KB-1027C11.4	22	-	21885282	21885673	0.382653	12.484471	16.932989
ENSG00000100030	MAPK1	22	-	21754500	21867680	9.342713	326.955902	443.458099
ENSG00000200985	RNA5SP493	22	+	21792434	21792524	0.000000	0.000000	0.000000
ENSG00000169575	VPREB1	22	+	22244675	22245515	0.000000	0.000000	0.000000
ENSG00000228050	TOP3BP1	22	-	22223187	22224566	1.110507	36.231503	49.141655
ENSG00000169548	ZNF280A	22	-	22513736	22520270	0.911080	29.724979	40.316704
ENSG00000275004	ZNF280B	22	-	22484421	22509154	1.157784	37.787182	51.251659
ENSG00000100034	PPM1F	22	-	21919420	21952837	2.652317	210.649033	285.708313
ENSG00000224086	LL22NC03-86G7.1	22	+	21938293	21977632	0.143836	4.692807	6.364966
ENSG00000100038	TOP3B	22	-	21957025	21982816	1.961166	360.588776	489.075226
ENSG00000272779	LL22NC03-80A10.6	22	+	22303224	22310401	4.580426	149.441406	202.690948
ENSG00000236850	BMS1P20	22	+	22303224	22322847	2.637017	86.035561	116.692093
ENSG00000211643	IGLV5-52	22	+	22318727	22319226	0.000000	0.000000	0.000000
ENSG00000211644	IGLV1-51	22	+	22322472	22322980	0.000000	0.000000	0.000000
ENSG00000211645	IGLV1-50	22	+	22327300	22327814	0.000000	0.000000	0.000000
ENSG00000225724	LL22NC03-80A10.11	22	+	22339573	22341214	0.000000	0.000000	0.000000
ENSG00000223350	IGLV9-49	22	+	22343187	22343732	0.000000	0.000000	0.000000
ENSG00000232515	LL22NC03-75A1.9	22	+	22347807	22348164	0.000000	0.000000	0.000000
ENSG00000211647	IGLV5-48	22	+	22352940	22353433	0.000000	0.000000	0.000000
ENSG00000211648	IGLV1-47	22	+	22357739	22358260	0.000000	0.000000	0.000000
ENSG00000237428	LL22NC03-22A12.9	22	+	22366210	22367770	0.000000	0.000000	0.000000
ENSG00000211649	IGLV7-46	22	+	22369614	22370087	0.000000	0.000000	0.000000
ENSG00000232603	LL22NC03-22A12.12	22	+	22370829	22371120	0.000000	0.000000	0.000000
ENSG00000211650	IGLV5-45	22	+	22375986	22376505	0.000000	0.000000	0.000000
ENSG00000211651	IGLV1-44	22	+	22380766	22381347	0.000000	0.000000	0.000000
ENSG00000211652	IGLV7-43	22	+	22395018	22395489	0.000000	0.000000	0.000000
ENSG00000254175	IGLVI-42	22	+	22397032	22397524	0.000000	0.000000	0.000000
ENSG00000254073	IGLVVII-41-1	22	+	22398849	22398999	0.000000	0.000000	0.000000
ENSG00000253818	IGLV1-41	22	+	22404207	22404721	0.000000	0.000000	0.000000
ENSG00000099942	CRKL	22	+	20917426	20953749	18.251455	601.916016	816.393127
ENSG00000237476	XXbac-B135H6.15	22	+	20957092	20964679	0.000000	0.000000	0.000000
ENSG00000183773	AIFM3	22	+	20965108	20981360	0.223909	20.323313	27.564999
ENSG00000099949	LZTR1	22	+	20979462	20999038	3.709481	348.993073	473.347687
ENSG00000272829	XXbac-B135H6.18	22	-	20981361	20981755	0.397468	12.967828	17.588575
ENSG00000184436	THAP7	22	-	20999104	21002196	4.572803	269.948975	366.138245
ENSG00000230513	THAP7-AS1	22	+	21001886	21010342	0.249918	10.556009	14.317368
ENSG00000161149	TUBA3FP	22	-	21002895	21014292	0.497918	19.792065	26.844450
ENSG00000099957	P2RX6	22	+	21009808	21028830	0.775361	47.414127	64.308922
ENSG00000099960	SLC7A4	22	-	21028718	21032840	0.000000	0.000000	0.000000
ENSG00000226872	AC002472.11	22	+	21031357	21043969	0.000000	0.000000	0.000000
ENSG00000207575	MIR649	22	-	21034176	21034272	0.000000	0.000000	0.000000
ENSG00000206145	P2RX6P	22	-	21035243	21045017	0.217786	8.365656	11.346540
ENSG00000187905	LRRC74B	22	+	21045960	21064168	0.000000	0.000000	0.000000
ENSG00000249680	TUBA3GP	22	+	21065462	21070097	0.000000	0.000000	0.000000
ENSG00000169668	BCRP2	22	+	21103016	21122285	0.047454	3.816665	5.176635
ENSG00000197210	KB-1592A4.15	22	-	21114607	21124451	0.000000	0.000000	0.000000
ENSG00000239511	POM121L7	22	-	21125660	21128063	0.000000	0.000000	0.000000
ENSG00000224688	E2F6P2	22	-	21141624	21142371	0.000000	0.000000	0.000000
ENSG00000215498	FAM230B	22	+	21167758	21302681	0.000000	0.000000	0.000000
ENSG00000234503	KB-1592A4.14	22	-	21177892	21179875	0.000000	0.000000	0.000000
ENSG00000133475	GGT2	22	-	21207973	21227637	0.000000	0.000000	0.000000
ENSG00000283145	KB-1592A4.16	22	-	21228760	21229138	0.000000	0.000000	0.000000
ENSG00000226885	E2F6P3	22	+	21268161	21268903	0.000000	0.000000	0.000000
ENSG00000229266	POM121L8P	22	+	21282881	21284161	0.000000	0.000000	0.000000
ENSG00000169662	BCRP6	22	-	21290760	21294586	0.000000	0.000000	0.000000
ENSG00000206142	KB-1183D5.13	22	-	21300990	21325042	0.000000	0.000000	0.000000
ENSG00000237407	KB-1183D5.14	22	+	21312920	21314904	0.000000	0.000000	0.000000
ENSG00000232771	PPP1R26P5	22	+	21341595	21345258	0.000000	0.000000	0.000000
ENSG00000279920	KB-1183D5.18	22	+	21354563	21355763	0.000000	0.000000	0.000000
ENSG00000226534	KB-1183D5.16	22	+	21370064	21371945	0.000000	0.000000	0.000000
ENSG00000273846	Metazoa_SRP	22	-	21379382	21379701	0.000000	0.000000	0.000000
ENSG00000274600	RIMBP3B	22	+	21383374	21389478	0.143789	4.691273	6.362886
ENSG00000200057	RN7SKP63	22	+	21389191	21389491	0.000000	0.000000	0.000000
ENSG00000252020	SCARNA17	22	-	21389796	21389938	0.000000	0.000000	0.000000
ENSG00000275840	Metazoa_SRP	22	-	21396273	21396590	0.000000	0.000000	0.000000
ENSG00000169635	HIC2	22	+	21417404	21451463	0.785208	106.758774	144.799484
ENSG00000276800	Metazoa_SRP	22	+	21463963	21464279	0.000000	0.000000	0.000000
ENSG00000206140	TMEM191C	22	+	21466423	21471269	0.077466	6.176250	8.376995
ENSG00000183506	PI4KAP2	22	-	21473000	21517533	2.658589	261.091217	354.124268
ENSG00000252143	SCARNA17	22	+	21544897	21545039	0.000000	0.000000	0.000000
ENSG00000222352	RN7SKP221	22	-	21545344	21545644	0.000000	0.000000	0.000000
ENSG00000183246	RIMBP3C	22	-	21545357	21551461	0.079717	2.816284	3.819794
ENSG00000185651	UBE2L3	22	+	21549447	21624034	1.887675	579.519287	786.015930
ENSG00000275293	Metazoa_SRP	22	+	21555138	21555457	0.000000	0.000000	0.000000
ENSG00000133519	ZDHHC8P1	22	-	23390606	23402726	0.169471	7.588111	10.291937
ENSG00000248409	KB-1269D1.8	22	+	23392771	23393839	0.000000	0.000000	0.000000
ENSG00000227755	AP000344.4	22	+	23446598	23460833	0.029323	4.342728	5.890147
ENSG00000224277	AP000345.2	22	+	23567064	23573507	0.000000	0.000000	0.000000
ENSG00000128322	IGLL1	22	-	23573125	23580308	0.352876	11.551301	15.667306
ENSG00000280623	PCAT14	22	+	23536881	23547797	5.495419	408.575012	554.160095
ENSG00000186716	BCR	22	+	23179704	23318037	0.531703	238.841095	323.945923
ENSG00000236794	BCRP8	22	-	23179918	23180172	0.054902	1.791238	2.429499
ENSG00000240160	RN7SL263P	22	-	23261782	23262071	0.000000	0.000000	0.000000
ENSG00000230701	FBXW4P1	22	+	23262767	23265005	0.716391	23.373039	31.701412
ENSG00000128218	VPREB3	22	-	23752743	23754468	0.327869	10.697083	14.508712
ENSG00000169314	C22orf15	22	+	23763021	23765861	0.235698	7.937243	10.765473
ENSG00000250479	CHCHD10	22	-	23765834	23768443	5.413480	385.564484	522.950378
ENSG00000099953	MMP11	22	+	23768226	23784316	0.390335	41.005711	55.617031
ENSG00000280178	AP000349.2	22	-	23782283	23783958	0.000000	0.000000	0.000000
ENSG00000278655	KB-1572G7.5	22	+	23607041	23608407	0.000000	0.000000	0.000000
ENSG00000189269	DRICH1	22	-	23608452	23632321	0.262673	8.583174	11.641565
ENSG00000275609	KB-1572G7.4	22	+	23610329	23610538	0.000000	0.000000	0.000000
ENSG00000211683	KB-1572G7.3	22	-	23630618	23638941	0.000000	0.000000	0.000000
ENSG00000228315	GUSBP11	22	-	23638487	23717356	1.413423	150.114182	203.603470
ENSG00000234353	AP000347.4	22	-	23638492	23640762	0.259454	8.464971	11.481242
ENSG00000244723	ASLP1	22	-	23649213	23653334	0.813187	26.531115	35.984787
ENSG00000273000	KB-1572G7.2	22	-	23652860	23717347	0.000000	0.000000	0.000000
ENSG00000272578	AP000347.2	22	-	23658094	23717356	0.006769	10.976005	14.887018
ENSG00000159496	RGL4	22	+	23688136	23699176	0.000000	0.000000	0.000000
ENSG00000187792	ZNF70	22	-	23738678	23751092	0.927354	30.255936	41.036854
ENSG00000099956	SMARCB1	22	+	23786963	23834516	8.640933	435.626190	590.850220
ENSG00000099958	DERL3	22	-	23834503	23839128	2.865344	206.352264	279.880524
ENSG00000273295	AP000350.5	22	-	23901432	23907068	0.676956	22.086428	29.956352
ENSG00000225282	AP000350.6	22	+	23926900	23929574	0.000000	0.000000	0.000000
ENSG00000133433	GSTT2B	22	-	23957414	23961186	0.950864	31.022976	42.077206
ENSG00000272973	KB-1125A3.11	22	-	23856427	23857039	0.541829	17.677763	23.976774
ENSG00000133460	SLC2A11	22	+	23856703	23886309	0.466602	116.546532	158.074860
ENSG00000251357	AP000350.10	22	+	23862188	23895223	0.000000	0.000000	0.000000
ENSG00000279467	KB-1125A3.12	22	-	23865248	23873277	0.000000	0.000000	0.000000
ENSG00000244425	RN7SL268P	22	-	23879493	23879790	0.000000	0.000000	0.000000
ENSG00000240972	MIF	22	+	23894004	23895227	70.149025	2758.178955	3740.984375
ENSG00000218537	MIF-AS1	22	-	23894426	23898930	1.076382	35.118141	47.631573
ENSG00000276950	GSTTP1	22	-	23998401	24005453	0.092209	3.412232	4.628093
ENSG00000099974	DDTL	22	+	23966901	23972532	5.186063	169.200958	229.491333
ENSG00000272787	KB-226F1.2	22	+	23969211	23969873	0.582202	18.994978	25.763342
ENSG00000099977	DDT	22	-	23971365	23980469	3.084658	593.487732	804.961609
ENSG00000250470	AP000351.3	22	-	23976904	23977585	0.000000	0.000000	0.000000
ENSG00000099984	GSTT2	22	+	23980058	23983915	0.521115	17.001945	23.060146
ENSG00000185686	PRAME	22	-	22547701	22559361	25.384853	1445.876709	1961.077148
ENSG00000220891	LL22NC03-63E9.3	22	+	22559343	22566602	0.000000	0.000000	0.000000
ENSG00000253120	IGLV2-34	22	+	22580014	22580296	0.000000	0.000000	0.000000
ENSG00000211656	IGLV2-33	22	+	22588155	22588688	0.000000	0.000000	0.000000
ENSG00000211657	IGLV3-32	22	+	22594528	22595056	0.000000	0.000000	0.000000
ENSG00000253920	IGLV3-31	22	+	22604445	22605165	0.000000	0.000000	0.000000
ENSG00000253329	IGLV3-30	22	+	22618572	22619163	0.000000	0.000000	0.000000
ENSG00000215456	BCRP4	22	+	22630061	22636153	0.000000	0.000000	0.000000
ENSG00000183169	POM121L1P	22	-	22639177	22644473	0.000000	0.000000	0.000000
