Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000235328	AC006946.12	22	-	17093612	17093939	0.000000	0.000000	0.000000
ENSG00000280156	AC006548.28	22	-	16950086	17034417	0.028649	1.157764	1.543620
ENSG00000215568	GAB4	22	-	16961936	17008222	0.000000	0.000000	0.000000
ENSG00000270226	AC006548.26	22	+	17012404	17012932	0.000000	0.000000	0.000000
ENSG00000276400	VN1R9P	22	-	17021398	17022570	0.000000	0.000000	0.000000
ENSG00000069998	CECR5	22	-	17137511	17165287	2.465965	253.111801	337.468048
ENSG00000185837	CECR5-AS1	22	+	17159384	17165445	0.000000	0.000000	0.000000
ENSG00000093072	CECR1	22	-	17178790	17221989	0.768103	47.237534	62.980694
ENSG00000236325	AC005300.5	22	+	17192936	17193308	0.000000	0.000000	0.000000
ENSG00000203416	FAM32BP	22	+	17213516	17214155	0.000000	0.000000	0.000000
ENSG00000269220	LINC00528	22	+	17777322	17779481	0.157407	6.361135	8.481153
ENSG00000015475	BID	22	-	17734138	17774770	2.335245	197.544708	263.381714
ENSG00000264757	MIR3198-1	22	-	17764180	17764259	0.000000	0.000000	0.000000
ENSG00000235295	FLJ41941	22	+	18029385	18037968	0.000000	0.000000	0.000000
ENSG00000243156	MICAL3	22	-	17787649	18024559	0.579203	150.649506	200.857452
ENSG00000093100	XXbac-B461K10.4	22	-	17787652	17811497	0.101256	4.091959	5.455714
ENSG00000207780	MIR648	22	-	17980868	17980961	0.000000	0.000000	0.000000
ENSG00000235445	XXbac-B476C20.14	22	-	17983205	17983619	0.409972	16.567797	22.089455
ENSG00000234913	XXbac-B476C20.13	22	-	18004270	18007308	0.160449	6.484068	8.645057
ENSG00000237446	RHEBP3	22	+	18019214	18020200	0.000000	0.000000	0.000000
ENSG00000275060	PPP1R26P3	22	-	18400407	18404206	0.017456	0.705432	0.940536
ENSG00000275319	Metazoa_SRP	22	+	18524620	18524935	0.207278	8.376523	11.168221
ENSG00000277017	XXbac-B33L19.6	22	-	18486999	18491247	0.000000	0.000000	0.000000
ENSG00000277870	FAM230A	22	+	18487126	18500583	0.000000	0.000000	0.000000
ENSG00000278558	TMEM191B	22	+	18527802	18530573	0.088373	6.050730	8.067297
ENSG00000241832	CECR3	22	-	17256859	17266733	0.000000	0.000000	0.000000
ENSG00000231004	CECR9	22	+	17329034	17329232	0.000000	0.000000	0.000000
ENSG00000239547	RN7SL843P	22	-	17352881	17353177	0.000000	0.000000	0.000000
ENSG00000099954	CECR2	22	+	17359949	17558149	0.107176	53.034920	70.710213
ENSG00000229492	AC004019.10	22	+	17418697	17419828	0.049470	1.999183	2.665463
ENSG00000232305	CLCP1	22	-	17424388	17424775	0.000000	0.000000	0.000000
ENSG00000228045	DNAJA1P6	22	-	17518676	17519029	0.000000	0.000000	0.000000
ENSG00000182902	SLC25A18	22	+	17563439	17590994	0.000000	0.000000	0.000000
ENSG00000236754	AC004019.13	22	-	17580157	17589192	0.068694	6.706011	8.940968
ENSG00000131100	ATP6V1E1	22	-	17592136	17628818	8.676370	849.072571	1132.048584
ENSG00000099968	BCL2L13	22	+	17628855	17730855	0.703679	260.669373	347.544373
ENSG00000273643	PPP1R26P2	22	-	18650023	18653617	0.018452	0.745683	0.994201
ENSG00000278008	PPP1R26P4	22	+	18715815	18719341	0.018807	0.760029	1.013329
ENSG00000222630	RN7SKP131	22	-	18605802	18606102	0.000000	0.000000	0.000000
ENSG00000275793	RIMBP3	22	-	18605815	18611919	0.207835	8.399033	11.198233
ENSG00000274602	PI4KAP1	22	-	18533646	18577968	2.247888	218.490082	291.307739
ENSG00000182824	AC008132.15	22	+	18733914	18757906	0.008138	0.630751	0.840965
ENSG00000161103	AC008132.13	22	+	18846811	18861049	0.025020	1.433980	1.911892
ENSG00000215544	BCRP7	22	-	18855621	18858640	0.000000	0.000000	0.000000
ENSG00000276095	AC008103.3	22	-	18873543	18894407	0.000000	0.000000	0.000000
ENSG00000279987	AC008103.4	22	-	18883502	18884682	0.000000	0.000000	0.000000
ENSG00000197421	GGT3P	22	-	18773665	18843399	0.000000	0.000000	0.000000
ENSG00000239989	AC008132.14	22	-	18794414	18794804	0.000000	0.000000	0.000000
ENSG00000234764	E2F6P1	22	+	18833694	18834438	0.000000	0.000000	0.000000
ENSG00000279560	AC007326.1	22	+	18945123	18946971	0.000000	0.000000	0.000000
ENSG00000241527	CA15P1	22	-	19031564	19034564	0.000000	0.000000	0.000000
ENSG00000183628	DGCR6	22	+	18906028	18914238	0.456217	44.091251	58.785835
ENSG00000100033	PRODH	22	-	18912777	18936553	0.478538	51.118984	68.155746
ENSG00000237517	DGCR5	22	+	18970514	18994628	0.137773	5.754227	7.671976
ENSG00000283406	DGCR5	22	+	18970525	19031242	0.000000	0.000000	0.000000
ENSG00000283583	AC007326.12	22	-	18980695	18981325	0.000000	0.000000	0.000000
ENSG00000271275	AC007326.9	22	-	18997138	18997595	0.000000	0.000000	0.000000
ENSG00000283366	AC000095.12	22	+	18998274	19014786	0.179688	36.213371	48.282444
ENSG00000273032	DGCR9	22	+	19017834	19020248	0.072911	2.946481	3.928474
ENSG00000270393	AC000095.9	22	-	19018043	19018916	0.116612	4.712526	6.283101
ENSG00000273164	AC000095.11	22	+	19023056	19023550	0.000000	0.000000	0.000000
ENSG00000225335	XXbac-B476C20.9	22	-	18076527	18078884	0.172508	9.170740	12.227133
ENSG00000215193	PEX26	22	+	18077920	18131138	1.086076	61.799034	82.395203
ENSG00000236890	XXbac-B476C20.11	22	-	18081466	18081675	0.000000	0.000000	0.000000
ENSG00000235617	XXbac-B476C20.10	22	+	18101612	18101888	0.000199	0.008042	0.010722
ENSG00000225225	ARL2BPP10	22	-	18102457	18103649	0.002081	0.084097	0.112125
ENSG00000183785	TUBA8	22	+	18110331	18146554	0.010530	6.168248	8.223981
ENSG00000280007	AC008079.10	22	-	18110759	18131154	0.082062	3.316291	4.421534
ENSG00000184979	USP18	22	+	18149899	18177397	1.106820	44.728832	59.635906
ENSG00000187979	AC008079.9	22	-	18178038	18205915	0.000000	0.000000	0.000000
ENSG00000276160	GGTLC5P	22	+	18340145	18345899	0.060371	2.439714	3.252814
ENSG00000274044	AC011718.2	22	-	18361823	18391105	0.000000	0.000000	0.000000
ENSG00000276874	AC011718.3	22	+	18374106	18375689	0.000000	0.000000	0.000000
ENSG00000260924	LINC01311	22	+	19171395	19172839	0.821453	33.196575	44.260216
ENSG00000100056	DGCR14	22	-	19130279	19144684	1.039147	54.541275	72.718605
ENSG00000206203	TSSK2	22	+	19130808	19132623	0.000000	0.000000	0.000000
ENSG00000070413	DGCR2	22	-	19036282	19122454	3.235231	260.990784	347.972870
ENSG00000206739	Y_RNA	22	+	19045256	19045367	0.000000	0.000000	0.000000
ENSG00000273311	DGCR11	22	-	19046162	19048375	0.404697	16.354624	21.805237
ENSG00000237347	AC004461.4	22	+	19055801	19056512	0.320099	12.935847	17.247063
ENSG00000281530	DGCR12	22	-	19061041	19061843	0.462017	18.671040	24.893661
ENSG00000223461	AC004471.9	22	+	19121529	19124503	0.000000	0.000000	0.000000
ENSG00000272682	AC004471.10	22	-	19124309	19128449	0.112509	4.546716	6.062030
ENSG00000231086	TSSK1A	22	+	19124879	19125646	0.256069	10.348266	13.797100
ENSG00000100075	SLC25A1	22	-	19175575	19178830	10.087309	531.342773	708.426880
ENSG00000070371	CLTCL1	22	-	19179473	19291716	0.891631	68.954948	91.936020
ENSG00000230194	AC000081.2	22	-	19238443	19238739	0.390572	15.783804	21.044176
ENSG00000251940	SNORA15	22	+	19249873	19249966	0.000000	0.000000	0.000000
ENSG00000233471	KRT18P62	22	+	19257520	19258806	0.000000	0.000000	0.000000
ENSG00000184113	CLDN5	22	-	19523024	19527545	0.049286	2.897582	3.863279
ENSG00000093009	CDC45	22	+	19479459	19520612	7.433239	481.277283	641.675720
ENSG00000100084	HIRA	22	-	19330698	19447450	5.428175	255.240982	340.306824
ENSG00000242259	C22orf39	22	-	19351368	19448232	1.416894	285.886444	381.165680
ENSG00000244296	RN7SL168P	22	+	19365766	19366044	0.000000	0.000000	0.000000
ENSG00000185608	MRPL40	22	+	19431902	19436075	5.315522	325.537903	434.032074
ENSG00000185065	AC000068.5	22	+	19447893	19450105	0.498198	20.133188	26.843107
ENSG00000070010	UFD1L	22	-	19449910	19479215	3.066555	337.407959	449.858154
ENSG00000273300	AC000068.9	22	+	19454179	19454605	0.034801	1.406379	1.875092
ENSG00000273212	AC000068.10	22	+	19456503	19456962	0.000000	0.000000	0.000000
ENSG00000277950	Metazoa_SRP	22	+	20070716	20070965	0.216000	8.728996	11.638166
ENSG00000183597	TANGO2	22	+	20017014	20065926	0.387193	200.466568	267.277374
ENSG00000208023	MIR185	22	+	20033139	20033220	0.000000	0.000000	0.000000
ENSG00000236540	AC006547.13	22	-	20058030	20070569	0.000000	0.000000	0.000000
ENSG00000268292	AC006547.15	22	-	20064552	20065705	0.000000	0.000000	0.000000
ENSG00000234409	CCDC188	22	-	20148427	20151065	0.102003	4.465852	5.954215
ENSG00000236499	LINC00896	22	+	20206397	20208524	0.062500	2.525751	3.367525
ENSG00000099904	ZDHHC8	22	+	20129456	20148007	0.985493	144.138977	192.177109
ENSG00000161132	XXbac-B444P24.10	22	+	20299760	20313216	0.000000	0.000000	0.000000
ENSG00000040608	RTN4R	22	-	20241415	20283246	0.284559	40.914669	54.550568
ENSG00000221039	MIR1286	22	-	20249134	20249211	0.000000	0.000000	0.000000
ENSG00000128185	DGCR6L	22	-	20314276	20320080	7.274263	293.967682	391.940216
ENSG00000273343	XXbac-B444P24.13	22	-	20318119	20318749	0.299525	12.104410	16.138527
ENSG00000188280	AC007731.1	22	+	20338805	20354372	0.074961	4.127644	5.503290
ENSG00000235578	XXbac-B33L19.4	22	-	20343203	20344365	0.000000	0.000000	0.000000
ENSG00000161133	USP41	22	-	20350578	20390758	0.153580	15.829430	21.105007
ENSG00000128191	DGCR8	22	+	20080232	20111877	2.278171	341.195465	454.907898
ENSG00000243762	AC006547.8	22	-	20110821	20111875	0.145145	5.865602	7.820471
ENSG00000099899	TRMT2A	22	-	20111866	20117392	3.608890	300.861816	401.132050
ENSG00000278278	MIR6816	22	-	20114686	20114751	0.000000	0.000000	0.000000
ENSG00000099901	RANBP1	22	+	20115938	20127357	11.532209	2709.653076	3612.716797
ENSG00000264346	SNORA77	22	+	20126402	20126526	0.361797	14.620948	19.493767
ENSG00000225007	AC000067.1	22	+	19667023	19667555	0.000000	0.000000	0.000000
ENSG00000184702	SEPT5	22	+	19714464	19724772	2.510769	456.726532	608.942810
ENSG00000203618	GP1BB	22	+	19722945	19724771	0.000000	0.000000	0.000000
ENSG00000184058	TBX1	22	+	19756703	19783593	0.354119	45.548229	60.728382
ENSG00000185838	GNB1L	22	-	19783224	19854939	0.915549	67.483383	89.974022
ENSG00000235776	AC000089.3	22	+	19792294	19793094	0.000000	0.000000	0.000000
ENSG00000215012	C22orf29	22	-	19846138	19854896	3.528097	154.449203	205.923508
ENSG00000184470	TXNRD2	22	-	19875517	19941992	0.671736	231.218796	308.278595
ENSG00000232926	AC000078.5	22	+	19887289	19887970	0.375367	15.169338	20.224924
ENSG00000093010	COMT	22	+	19941607	19969975	1.058232	514.529785	686.010559
ENSG00000099889	ARVCF	22	-	19969896	20016808	0.937960	72.746849	96.991669
ENSG00000237476	XXbac-B135H6.15	22	+	20957092	20964679	1.204678	48.683472	64.908531
ENSG00000169668	BCRP2	22	+	21103016	21122285	0.071865	6.616417	8.821515
ENSG00000197210	KB-1592A4.15	22	-	21114607	21124451	0.044394	1.794051	2.391967
ENSG00000274600	RIMBP3B	22	+	21383374	21389478	0.168276	6.800373	9.066778
ENSG00000200057	RN7SKP63	22	+	21389191	21389491	0.000000	0.000000	0.000000
ENSG00000183773	AIFM3	22	+	20965108	20981360	0.135601	15.727995	20.969767
ENSG00000099949	LZTR1	22	+	20979462	20999038	2.923246	377.298431	503.043152
ENSG00000272829	XXbac-B135H6.18	22	-	20981361	20981755	0.754430	30.488041	40.648991
ENSG00000184436	THAP7	22	-	20999104	21002196	4.194712	324.332123	432.424438
ENSG00000230513	THAP7-AS1	22	+	21001886	21010342	0.000000	0.000000	0.000000
ENSG00000161149	TUBA3FP	22	-	21002895	21014292	0.590852	30.124577	40.164391
ENSG00000099957	P2RX6	22	+	21009808	21028830	0.398087	34.276989	45.700710
ENSG00000099960	SLC7A4	22	-	21028718	21032840	0.000000	0.000000	0.000000
ENSG00000226872	AC002472.11	22	+	21031357	21043969	0.000000	0.000000	0.000000
ENSG00000207575	MIR649	22	-	21034176	21034272	0.000000	0.000000	0.000000
ENSG00000206145	P2RX6P	22	-	21035243	21045017	0.261343	12.434456	16.578568
ENSG00000215498	FAM230B	22	+	21167758	21302681	0.021462	6.078251	8.103990
ENSG00000234503	KB-1592A4.14	22	-	21177892	21179875	0.000000	0.000000	0.000000
ENSG00000133475	GGT2	22	-	21207973	21227637	0.038199	1.544345	2.059040
ENSG00000283145	KB-1592A4.16	22	-	21228760	21229138	0.000000	0.000000	0.000000
ENSG00000226885	E2F6P3	22	+	21268161	21268903	0.000000	0.000000	0.000000
ENSG00000229266	POM121L8P	22	+	21282881	21284161	0.000000	0.000000	0.000000
ENSG00000169662	BCRP6	22	-	21290760	21294586	0.068038	2.749553	3.665915
ENSG00000206142	KB-1183D5.13	22	-	21300990	21325042	0.000000	0.000000	0.000000
ENSG00000237407	KB-1183D5.14	22	+	21312920	21314904	0.000000	0.000000	0.000000
ENSG00000169635	HIC2	22	+	21417404	21451463	0.593721	99.987701	133.311264
ENSG00000276800	Metazoa_SRP	22	+	21463963	21464279	0.206625	8.350133	11.133038
ENSG00000206140	TMEM191C	22	+	21466423	21471269	0.193865	16.210110	21.612560
ENSG00000183506	PI4KAP2	22	-	21473000	21517533	2.378022	249.168732	332.210815
ENSG00000185252	ZNF74	22	+	20394115	20408461	1.896657	137.652832	183.529312
ENSG00000207343	RNU6-225P	22	-	20416797	20416899	0.000000	0.000000	0.000000
ENSG00000244486	SCARF2	22	-	20424815	20437826	0.992427	41.277809	55.034737
ENSG00000277971	XXbac-B562F10.12	22	-	20429241	20446620	0.162156	6.553051	8.737030
ENSG00000099910	KLHL22	22	-	20441519	20495883	0.518811	149.613907	199.476715
ENSG00000215493	XXbac-B562F10.11	22	+	20450122	20451824	0.000000	0.000000	0.000000
ENSG00000255156	RNY1P9	22	-	20475203	20475311	0.000000	0.000000	0.000000
ENSG00000201916	Y_RNA	22	+	20481158	20481268	0.000000	0.000000	0.000000
ENSG00000242876	RN7SL812P	22	-	20481935	20482213	0.000000	0.000000	0.000000
ENSG00000236670	KRT18P5	22	-	20482815	20484105	0.265686	10.736908	14.315268
ENSG00000099917	MED15	22	+	20495913	20587632	0.602616	407.442017	543.232849
ENSG00000236003	AC007050.17	22	-	20522070	20523870	0.000000	0.000000	0.000000
ENSG00000250261	CCDC74BP1	22	-	20587496	20592218	0.000000	0.000000	0.000000
ENSG00000223553	SMPD4P1	22	-	20602595	20656914	0.000000	0.000000	0.000000
ENSG00000276427	IGLL4P	22	+	20632619	20632751	0.593985	24.004135	32.004150
ENSG00000238125	SLC9A3P2	22	+	20652730	20654750	0.000000	0.000000	0.000000
ENSG00000229107	ABHD17AP4	22	-	20667836	20670984	0.000000	0.000000	0.000000
ENSG00000217261	POM121L4P	22	+	20689929	20698938	0.052882	3.140014	4.186507
ENSG00000235062	BCRP5	22	-	20697962	20698934	0.000000	0.000000	0.000000
ENSG00000226287	TMEM191A	22	+	20701114	20704606	0.050024	6.182554	8.243054
ENSG00000241973	PI4KA	22	-	20707691	20859417	3.084424	429.293182	572.366577
ENSG00000099937	SERPIND1	22	+	20773879	20787720	6.334117	278.211731	370.933197
ENSG00000099940	SNAP29	22	+	20858983	20891218	0.918397	141.340866	188.446487
ENSG00000272600	AC007308.7	22	-	20889206	20891214	0.000000	0.000000	0.000000
ENSG00000099942	CRKL	22	+	20917426	20953749	14.208028	574.175110	765.534241
ENSG00000222352	RN7SKP221	22	-	21545344	21545644	0.000000	0.000000	0.000000
ENSG00000183246	RIMBP3C	22	-	21545357	21551461	0.166233	7.270769	9.693946
ENSG00000185651	UBE2L3	22	+	21549447	21624034	1.711503	637.939941	850.550415
ENSG00000275293	Metazoa_SRP	22	+	21555138	21555457	0.000000	0.000000	0.000000
ENSG00000161179	YDJC	22	-	21628089	21630064	7.864311	441.777191	589.011230
ENSG00000161180	CCDC116	22	+	21632716	21637327	0.000000	0.000000	0.000000
ENSG00000273342	KB-1440D3.14	22	+	21640844	21641284	0.451247	18.235804	24.313370
ENSG00000128228	SDF2L1	22	+	21642261	21644298	4.742494	247.370209	329.812927
ENSG00000207751	MIR130B	22	+	21652270	21670237	0.327413	14.491791	19.321566
ENSG00000212102	MIR301B	22	+	21652981	21653058	0.000000	0.000000	0.000000
ENSG00000272954	KB-1440D3.13	22	+	21661934	21662363	1.353488	54.697186	72.926476
ENSG00000100023	PPIL2	22	+	21666009	21700015	2.687780	356.561188	475.394684
ENSG00000100027	YPEL1	22	-	21697544	21735834	0.385522	16.961733	22.614681
ENSG00000244671	RN7SL280P	22	-	21722895	21723182	0.187500	7.577254	10.102575
ENSG00000100030	MAPK1	22	-	21754500	21867680	7.003823	336.511719	448.663208
ENSG00000200985	RNA5SP493	22	+	21792434	21792524	0.472527	19.095772	25.459944
ENSG00000253752	IGLVI-63	22	+	22079770	22080263	0.000000	0.000000	0.000000
ENSG00000253823	IGLV1-62	22	+	22086561	22087110	0.000000	0.000000	0.000000
ENSG00000197549	PRAMENP	22	-	21991099	22043934	0.000000	0.000000	0.000000
ENSG00000253239	IGLVI-70	22	+	22026076	22026593	0.000000	0.000000	0.000000
ENSG00000211637	IGLV4-69	22	+	22030934	22031472	0.000000	0.000000	0.000000
ENSG00000254355	IGLVI-68	22	+	22032745	22033194	0.000000	0.000000	0.000000
ENSG00000278657	LL22NC03-23C6.13	22	+	22036344	22040065	0.000000	0.000000	0.000000
ENSG00000249333	LL22NC03-23C6.12	22	+	22038643	22039126	0.000000	0.000000	0.000000
ENSG00000253794	IGLV10-67	22	+	22043618	22043942	0.126154	5.098138	6.797228
ENSG00000253935	IGLVIV-53	22	+	22219647	22220133	0.000000	0.000000	0.000000
ENSG00000228050	TOP3BP1	22	-	22223187	22224566	0.786594	31.787851	42.382000
ENSG00000279278	CH17-264L24.1	22	+	22264601	22273020	0.039430	1.593446	2.124504
ENSG00000274422	LL22NC03-2H8.5	22	-	22283928	22287220	0.251898	10.179707	13.572364
ENSG00000223350	IGLV9-49	22	+	22343187	22343732	0.000000	0.000000	0.000000
ENSG00000211655	IGLV1-36	22	+	22431958	22432465	0.272265	11.002778	14.669747
ENSG00000230821	KB-288A10.17	22	+	22446686	22448336	0.119927	4.846492	6.461715
ENSG00000272779	LL22NC03-80A10.6	22	+	22303224	22310401	2.973341	120.158714	160.204803
ENSG00000236850	BMS1P20	22	+	22303224	22322847	2.149710	86.874115	115.827232
ENSG00000211643	IGLV5-52	22	+	22318727	22319226	0.000000	0.000000	0.000000
ENSG00000211644	IGLV1-51	22	+	22322472	22322980	0.000000	0.000000	0.000000
ENSG00000226595	KB-288A10.19	22	+	22465659	22465986	0.301829	12.197520	16.262667
ENSG00000100034	PPM1F	22	-	21919420	21952837	2.207213	217.602570	290.124390
ENSG00000224086	LL22NC03-86G7.1	22	+	21938293	21977632	0.189367	7.652703	10.203170
ENSG00000100038	TOP3B	22	-	21957025	21982816	1.777354	401.536774	535.359558
ENSG00000169548	ZNF280A	22	-	22513736	22520270	0.688082	27.806784	37.074135
ENSG00000275004	ZNF280B	22	-	22484421	22509154	1.515114	68.995361	91.989899
ENSG00000133519	ZDHHC8P1	22	-	23390606	23402726	0.060875	3.376141	4.501330
ENSG00000248409	KB-1269D1.8	22	+	23392771	23393839	0.000000	0.000000	0.000000
ENSG00000169314	C22orf15	22	+	23763021	23765861	0.117933	4.919194	6.558646
ENSG00000250479	CHCHD10	22	-	23765834	23768443	4.419634	362.240540	482.966827
ENSG00000099953	MMP11	22	+	23768226	23784316	0.285422	67.041519	89.384888
ENSG00000280178	AP000349.2	22	-	23782283	23783958	0.000000	0.000000	0.000000
ENSG00000099956	SMARCB1	22	+	23786963	23834516	8.260984	511.142303	681.494080
ENSG00000099958	DERL3	22	-	23834503	23839128	1.755796	194.709427	259.601532
ENSG00000225282	AP000350.6	22	+	23926900	23929574	0.000000	0.000000	0.000000
ENSG00000273295	AP000350.5	22	-	23901432	23907068	0.550293	22.238455	29.650007
ENSG00000133433	GSTT2B	22	-	23957414	23961186	0.813922	32.892231	43.854443
ENSG00000234928	AP000344.3	22	+	23433564	23435071	0.144606	8.329201	11.105127
ENSG00000227755	AP000344.4	22	+	23446598	23460833	0.008647	5.702298	7.602740
ENSG00000178248	AP000345.1	22	-	23462086	23486980	0.000000	0.000000	0.000000
ENSG00000225413	AP000345.4	22	-	23512494	23513602	0.000000	0.000000	0.000000
ENSG00000280623	PCAT14	22	+	23536881	23547797	4.509876	417.591583	556.765076
ENSG00000224277	AP000345.2	22	+	23567064	23573507	0.000000	0.000000	0.000000
ENSG00000128322	IGLL1	22	-	23573125	23580308	0.000000	0.000000	0.000000
ENSG00000272733	KB-208E9.1	22	-	23580880	23583859	0.000000	0.000000	0.000000
ENSG00000278655	KB-1572G7.5	22	+	23607041	23608407	0.000000	0.000000	0.000000
ENSG00000189269	DRICH1	22	-	23608452	23632321	0.000000	0.000000	0.000000
ENSG00000275609	KB-1572G7.4	22	+	23610329	23610538	0.000000	0.000000	0.000000
ENSG00000211683	KB-1572G7.3	22	-	23630618	23638941	0.061847	2.499362	3.332341
ENSG00000228315	GUSBP11	22	-	23638487	23717356	0.800939	106.826340	142.429062
ENSG00000234353	AP000347.4	22	-	23638492	23640762	0.909621	40.729942	54.304276
ENSG00000244723	ASLP1	22	-	23649213	23653334	0.544928	22.021641	29.360939
ENSG00000273000	KB-1572G7.2	22	-	23652860	23717347	0.065930	25.525606	34.032692
ENSG00000272578	AP000347.2	22	-	23658094	23717356	0.149962	37.297062	49.727299
ENSG00000159496	RGL4	22	+	23688136	23699176	0.253396	12.776583	17.034719
ENSG00000187792	ZNF70	22	-	23738678	23751092	1.027296	41.515106	55.351116
ENSG00000128218	VPREB3	22	-	23752743	23754468	0.000000	0.000000	0.000000
ENSG00000272973	KB-1125A3.11	22	-	23856427	23857039	0.000000	0.000000	0.000000
ENSG00000133460	SLC2A11	22	+	23856703	23886309	0.505818	120.798523	161.057831
ENSG00000251357	AP000350.10	22	+	23862188	23895223	0.000000	0.000000	0.000000
ENSG00000279467	KB-1125A3.12	22	-	23865248	23873277	0.045072	1.821451	2.428497
ENSG00000244425	RN7SL268P	22	-	23879493	23879790	0.000000	0.000000	0.000000
ENSG00000240972	MIF	22	+	23894004	23895227	45.454498	2206.897949	2942.405518
ENSG00000218537	MIF-AS1	22	-	23894426	23898930	0.812307	32.826969	43.767426
ENSG00000276950	GSTTP1	22	-	23998401	24005453	0.000000	0.000000	0.000000
ENSG00000235689	AP000351.13	22	-	24006305	24008258	0.000000	0.000000	0.000000
ENSG00000099974	DDTL	22	+	23966901	23972532	2.228853	90.072456	120.091492
ENSG00000272787	KB-226F1.2	22	+	23969211	23969873	0.316742	12.800185	17.066185
ENSG00000099977	DDT	22	-	23971365	23980469	2.420635	595.955994	794.574219
ENSG00000250470	AP000351.3	22	-	23976904	23977585	0.000000	0.000000	0.000000
ENSG00000099984	GSTT2	22	+	23980058	23983915	0.296030	11.963171	15.950215
